Timestamp,Time_Left_Sec,Price_Stream,Strike_Price,Diff,Up_Price,Best_Bid,Best_Ask,Extra,Slug
2026-01-09T06:50:09.265052+00:00,591,90990.44,91006.90,-16.46,0.39,0.38,0.39,,btc-updown-15m-1767941100
2026-01-09T06:50:13.074011+00:00,587,90991.01,91006.90,-15.89,0.40,0.39,0.40,,btc-updown-15m-1767941100
2026-01-09T06:50:17.862709+00:00,582,90991.04,91006.90,-15.86,0.43,0.43,0.44,,btc-updown-15m-1767941100
2026-01-09T06:50:22.660469+00:00,577,90995.44,91006.90,-11.46,0.45,0.44,0.45,,btc-updown-15m-1767941100
2026-01-09T06:50:27.916647+00:00,572,90996.45,91006.90,-10.45,0.46,0.45,0.46,,btc-updown-15m-1767941100
2026-01-09T06:50:33.238257+00:00,567,90996.31,91006.90,-10.59,0.46,0.45,0.46,,btc-updown-15m-1767941100
2026-01-09T06:50:38.932503+00:00,561,90996.86,91006.90,-10.04,0.46,0.45,0.46,,btc-updown-15m-1767941100
2026-01-09T06:50:42.734695+00:00,557,90996.77,91006.90,-10.13,0.46,0.45,0.46,,btc-updown-15m-1767941100
2026-01-09T06:50:48.096290+00:00,552,90997.89,91006.90,-9.01,0.46,0.45,0.46,,btc-updown-15m-1767941100
2026-01-09T06:50:53.462405+00:00,547,90996.90,91006.90,-10.00,0.46,0.46,0.47,,btc-updown-15m-1767941100
2026-01-09T06:50:57.205719+00:00,543,90998.87,91006.90,-8.03,0.45,0.44,0.45,,btc-updown-15m-1767941100
2026-01-09T06:51:02.784409+00:00,537,91001.68,91006.90,-5.22,0.35,0.35,0.36,,btc-updown-15m-1767941100
2026-01-09T06:51:07.598044+00:00,532,90994.29,91006.90,-12.61,0.41,0.41,0.42,,btc-updown-15m-1767941100
2026-01-09T06:51:13.942818+00:00,526,90992.87,91006.90,-14.03,0.41,0.41,0.42,,btc-updown-15m-1767941100
2026-01-09T06:51:18.911998+00:00,521,90994.20,91006.90,-12.70,0.34,0.33,0.34,,btc-updown-15m-1767941100
